panel_uid,source_record_id,source_doi,source_doi_url,paper_title,figure_id,panel_id,panel_label,panel_type_anchoring,panel_type_curve_extraction,plot_area_box_cropped,x_axis_label,x_axis_units,x_axis_type,x_tick_labels,y_axis_label,y_axis_units,y_axis_type,y_tick_labels,legend_entries,raw_curve_count_current_response,publication_included_panel,analysis_bucket,relevance_group,reaction_type_publication,final_HER_category,curve_family_publication,measurement_configuration_publication,electrolyte_text_publication,enrich_reaction_type_panel,enrich_electrolyte_family_panel,enrich_electrolyte_text_panel,enrich_curve_family_panel,enrich_measurement_configuration_panel,panel_enrichment_manual_review_required
batch2/case283/figure_6__panel_a,batch2/case283,10.1002/adfm.202314172,https://doi.org/10.1002/adfm.202314172,Cation-Induced Deep Reconstruction and Self-Optimization of NiFe Phosphide Precatalysts for Hydrogen Evolution and Overall Water Splitting,figure_6,a,a,multi_curve_line_plot,polarization_curve,"[73,23,421,304]",Potential vs.RHE (V),V,linear,"[""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""initial"",""after 2000 CVs"",""after 5000 CVs"",""Zn-Ni$_2$P/FeOOH""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH,HER,alkaline,1 m KOH,lsv,three_electrode_half_cell,False
batch2/case283/figure_6__panel_c,batch2/case283,10.1002/adfm.202314172,https://doi.org/10.1002/adfm.202314172,Cation-Induced Deep Reconstruction and Self-Optimization of NiFe Phosphide Precatalysts for Hydrogen Evolution and Overall Water Splitting,figure_6,c,c,multi-curve polarization plot with inset,polarization_curve,"[103,24,448,303]",Potential vs.RHE (V),V,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800"",""-1000""]","[""Zn-Ni2P"",""FeNiP"",""Zn-FeNiP@Zn-Fe2P"",""Pt/C"",""Zn-Ni2P/FeOOH""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch2/case286/figure_4__panel_g,batch2/case286,10.1002/adfm.202315326,https://doi.org/10.1002/adfm.202315326,Iron Molybdenum Sulfide-Supported Ultrafine Ru Nanoclusters for Robust Sulfion Degradation-Assisted Hydrogen Production,figure_4,g,g,multi-curve line plot,polarization_curve,"[80,9,443,336]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300"",""-400"",""-500""]","[""FeMo-S/Ru"",""FeMo-S"",""FeSx"",""MoS2"",""CFC"",""Pt/C""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M NaOH electrolyte,HER,alkaline,1 M NaOH electrolyte,lsv,three_electrode_half_cell,False
batch2/case288/figure_4__panel_a,batch2/case288,10.1002/adfm.202315773,https://doi.org/10.1002/adfm.202315773,V-Doping Strategy Induces the Construction of the Functionally Complementary Ru2P/V-RuP4 Heterostructures to Achieve Amperometric Current Density for HER,figure_4,a,a,multi-series line plot,polarization_curves,"[82,24,455,322]",Overpotential (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-250"",""-500"",""-750"",""-1000""]","[""V-RuO2@Ru"",""Cr-Ru_xP_y"",""V-Ru_xP_y"",""Mn-Ru_xP_y"",""Ru_xP_y"",""Ru/C"",""Pt/C""]",7,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch2/case288/figure_4__panel_e,batch2/case288,10.1002/adfm.202315773,https://doi.org/10.1002/adfm.202315773,V-Doping Strategy Induces the Construction of the Functionally Complementary Ru2P/V-RuP4 Heterostructures to Achieve Amperometric Current Density for HER,figure_4,e,e,normalized HER LSV line plot,lsv,"[79,51,453,351]",Overpotential,V vs. RHE,linear,"[""-0.6"",""-0.4"",""-0.2"",""0.0""]",jECSA,mA cm^-2,linear,"[""0"",""-1"",""-2"",""-3"",""-4""]","[""V-RuP_y"",""Cr-RuP_y"",""Mn-RuP_y"",""RuP_y"",""V-RuO2@Ru""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch2/case289/figure_1__panel_d,batch2/case289,10.1002/adfm.202315855,https://doi.org/10.1002/adfm.202315855,Amphoteric Polymer Strategy with Buffer-Adsorption Mechanism for Long-Life Aqueous Zinc Ion Batteries,figure_1,d,d,2D line plot,HER polarization curve,"[81,9,455,288]",Voltage,V vs Ag/AgCl,linear,"[""-2.25"",""-2.00"",""-1.75"",""-1.50""]",Current density,mA·cm^-2,linear,"[""20"",""0"",""-20"",""-40"",""-60"",""-80""]","[""1M Na2SO4 + PGA"",""1M Na2SO4""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M Na2SO4 aqueous electrolyte,HER,neutral,1 M Na2SO4 aqueous electrolyte,lsv,three_electrode_half_cell,False
batch2/case292/figure_3__panel_a,batch2/case292,10.1002/adfm.202316371,https://doi.org/10.1002/adfm.202316371,Optimal Molecular Configuration of Electrolyte Additives Enabling Stabilization of Zinc Anodes,figure_3,a,a,line_plot,LSV/polarization curve,"[74,26,448,337]",Potential (V vs. Ag/AgCl),V vs. Ag/AgCl,linear,"[""-1.3"",""-1.2"",""-1.1"",""-1.0"",""-0.9""]",Current (mA),mA,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""ZnSO4"",""ZnSO4 + DA""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,2 M ZnSO4 aqueous electrolyte,HER,other,2 M ZnSO4 aqueous electrolyte,lsv,three_electrode_half_cell,False
batch2/case295/figure_4__panel_d,batch2/case295,10.1002/adfm.202316541,https://doi.org/10.1002/adfm.202316541,"Shielding-Anchoring Double Protection Tactics of Imidazo[1,2-b]pyridazine Additive for Ultrastable Zinc Anode",figure_4,d,d,line plot,LSV line plot,"[96,53,454,317]",Potential(V),V,linear,"[""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00""]",Current(A),A,linear,"[""0.00"",""-0.02"",""-0.04"",""-0.06""]","[""Blank ZSO electrolyte"",""ZSO-IP-0.1 electrolyte"",""ZSO-IP-0.2 electrolyte"",""ZSO-IP-0.5 electrolyte""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,other,2 mol L^-1 ZnSO4 (ZSO) aqueous electrolyte; IP additive content varies by curve.,HER,acidic,2 mol L^-1 ZnSO4 (ZSO) aqueous electrolyte; IP additive content varies by curve.,lsv,other,False
batch2/case296/figure_4__panel_g,batch2/case296,10.1002/adfm.202316605,https://doi.org/10.1002/adfm.202316605,Interfacial H2O Structure Matters: Realizing Stable Zinc Anodes with Trace Acesulfame-K in Aqueous Electrolyte,figure_4,g,g,2d line plot,LSV plot,"[110,97,478,390]",Potential / V vs. Hg/Hg2SO4,V vs. Hg/Hg2SO4,linear,"[""-1.60"",""-1.56"",""-1.52"",""-1.48"",""-1.44""]",Current / mA/cm^2,mA/cm^2,linear,"[""0"",""-5"",""-10"",""-15"",""-20"",""-25""]","[""ZnSO4+AK"",""ZnSO4""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,2 m ZnSO4-based aqueous electrolyte,HER,acidic,2 m ZnSO4-based aqueous electrolyte,lsv,three_electrode_half_cell,False
batch2/case298/figure_2__panel_c,batch2/case298,10.1002/adfm.202400517,https://doi.org/10.1002/adfm.202400517,A Polyanionic Hydrogel Electrolyte with Ion Selective Permeability for Building Ultra-Stable Zn/I2 Batteries with 100 °C Wide Temperature Range,figure_2,c,C,line plot,polarization_curve,"[60,48,308,248]",Voltage,V vs. Zn/Zn2+,linear,"[""-0.2"",""-0.1"",""0.0"",""0.1""]",Current density,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60""]","[""BBAS"",""LE""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,Zn(ClO4)2-based aqueous electrolytes; panel compares BBAS hydrogel electrolyte with LE liquid electrolyte.,HER,other,Zn(ClO4)2-based aqueous electrolytes; panel compares BBAS hydrogel electrolyte with LE liquid electrolyte.,lsv,three_electrode_half_cell,False
batch3/case303/figure_5__panel_a,batch3/case303,10.1002/adfm.202401452,https://doi.org/10.1002/adfm.202401452,Intensifying the Supported Ruthenium Metallic Bond to Boost the Interfacial Hydrogen Spillover Toward pH-Universal Hydrogen Evolution Catalysis,figure_5,a,a,multi-series xy line plot,lsv,"[64,16,364,299]",Potential (V vs RHE),V vs RHE,linear,"[""-0.7"",""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""N-CF"",""Ru/MoO2@NCF"",""Ru@NCF"",""MoO2@NCF"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,lsv,three_electrode_half_cell,False
batch3/case303/figure_5__panel_c,batch3/case303,10.1002/adfm.202401452,https://doi.org/10.1002/adfm.202401452,Intensifying the Supported Ruthenium Metallic Bond to Boost the Interfacial Hydrogen Spillover Toward pH-Universal Hydrogen Evolution Catalysis,figure_5,c,c,line_plot_with_inset,polarization_curve,"[100,18,464,298]",Potential (V vs RHE),V vs RHE,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Initial"",""After 3000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,0.5 M H2SO4,HER,acidic,0.5 M H2SO4,polarization_curve,three_electrode_half_cell,False
batch3/case303/figure_5__panel_d,batch3/case303,10.1002/adfm.202401452,https://doi.org/10.1002/adfm.202401452,Intensifying the Supported Ruthenium Metallic Bond to Boost the Interfacial Hydrogen Spillover Toward pH-Universal Hydrogen Evolution Catalysis,figure_5,d,d,multi-series LSV/polarization line plot,LSV/polarization plot,"[64.0,14.0,430.0,296.0]",Potential,V vs RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",j,mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""N-CF"",""Ru/MoO2@NCF"",""Ru@NCF"",""MoO2@NCF"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 m KOH,HER,alkaline,1 m KOH,lsv,three_electrode_half_cell,False
batch3/case303/figure_5__panel_f,batch3/case303,10.1002/adfm.202401452,https://doi.org/10.1002/adfm.202401452,Intensifying the Supported Ruthenium Metallic Bond to Boost the Interfacial Hydrogen Spillover Toward pH-Universal Hydrogen Evolution Catalysis,figure_5,f,f,polarization plot with inset,polarization,"[79,33,444,316]",Potential (V vs RHE),V vs RHE,linear,"[""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0"",""0.2""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Initial"",""After 3000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,polarization_curve,three_electrode_half_cell,False
batch3/case303/figure_6__panel_c,batch3/case303,10.1002/adfm.202401452,https://doi.org/10.1002/adfm.202401452,Intensifying the Supported Ruthenium Metallic Bond to Boost the Interfacial Hydrogen Spillover Toward pH-Universal Hydrogen Evolution Catalysis,figure_6,c,C,line plot with inset,lsv,"[72.0,109.0,452.0,411.0]",Potential (V vs RHE),V vs RHE,linear,"[""-1.0"",""-0.8"",""-0.6"",""-0.4"",""-0.2"",""0.0""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Ru/MoO2@NCF"",""MoO2@NCF"",""SCN-Ru/MoO2@NCF"",""SCN-MoO2@NCF""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,lsv,three_electrode_half_cell,False
batch3/case305/figure_3__panel_a,batch3/case305,10.1002/adfm.202402298,https://doi.org/10.1002/adfm.202402298,Rational Design of Multiple Heterostructures with Synergistic Effect for Efficient and Stable Hydrogen Evolution Toward Industrial Alkaline Water Splitting,figure_3,a,a,multi-series polarization curve line plot,HER polarization curves,"[60,9,437,313]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200"",""-250""]","[""NM"",""r-CoP"",""r-Ni/CoP"",""r-Mn-Ni/CoP"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,polarization_curve,three_electrode_half_cell,False
batch3/case309/figure_3__panel_a,batch3/case309,10.1002/adfm.202402776,https://doi.org/10.1002/adfm.202402776,Construction of an Internal Charge Field: CoS1.097/Ni3S2 Heterojunction Promotes Efficient Urea Oxidation Reaction,figure_3,a,a,2D line plot,LSV curves,"[61,19,448,394]",E,V vs. RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1"",""0.2""]",J,mA cm^-2,linear,"[""0"",""-10"",""-20"",""-30"",""-40"",""-50""]","[""Ni3S2"",""CoS1.097/Ni3S2"",""CoS1.097""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH electrolyte,HER,alkaline,1 M KOH electrolyte,lsv,three_electrode_half_cell,False
batch3/case310/figure_3__panel_a,batch3/case310,10.1002/adfm.202402933,https://doi.org/10.1002/adfm.202402933,Biphasic Nanoalloys-Based Trifunctional Monolith for High-Performance Flexible Zn-Air Batteries and Self-Driven Water Splitting,figure_3,a,a,2d_line_plot,polarization_curve,"[118,18,436,275]",Potential (V Vs. RHE),V Vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""CoFe-NiFe/NC"",""Co/NC"",""Fe-Co3O4"",""CoNC"",""Pt/C""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1 M KOH,HER,alkaline,1 M KOH,lsv,three_electrode_half_cell,False
batch3/case311/figure_3__panel_d,batch3/case311,10.1002/adfm.202403099,https://doi.org/10.1002/adfm.202403099,Self-Powered Hydrogen Production From Seawater Enabled by Trifunctional Exfoliated PtTe Nanosheet Catalysts,figure_3,d,d,line plot,HER polarization plot,"[59,52,426,292]",Potential / V vs RHE,V vs RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",j / mA cm^-2_geo,mA cm^-2_geo,linear,"[""0"",""-20"",""-40"",""-60""]","[""Alkaline"",""PtTe"",""e-PtTe NSs"",""Pt/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,simulated alkaline seawater (1.0 m KOH + 0.5 m NaCl),HER,saline_or_seawater,simulated alkaline seawater (1.0 m KOH + 0.5 m NaCl),polarization_curve,three_electrode_half_cell,False
batch3/case311/figure_3__panel_e,batch3/case311,10.1002/adfm.202403099,https://doi.org/10.1002/adfm.202403099,Self-Powered Hydrogen Production From Seawater Enabled by Trifunctional Exfoliated PtTe Nanosheet Catalysts,figure_3,e,e,line plot,HER polarization curve,"[122,32,489,271]",Potential,V vs RHE,linear,"[""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2_geo,linear,"[""0"",""-20"",""-40"",""-60"",""-80"",""-100""]","[""Acid"",""PtTe"",""e-PtTe NSs"",""Pt/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 m HClO4 + 0.5 m NaCl,HER,acidic,1.0 m HClO4 + 0.5 m NaCl,polarization_curve,three_electrode_half_cell,False
batch3/case314/figure_5__panel_a,batch3/case314,10.1002/adfm.202403467,https://doi.org/10.1002/adfm.202403467,Rational Design of Ultrafine Pt Nanoparticles with Strong Metal-Support Interaction for Efficient Hydrogen Evolution,figure_5,a,a,2D line plot,HER polarization curves,"[72,26,448,305]",Potential (V vs. RHE),V vs. RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current Density (mA cm^-2),mA cm^-2,linear,"[""0"",""-40"",""-80"",""-120"",""-160""]","[""OMC_OH"",""Pt/OMC_OH"",""Pt/OMC_SH"",""Pt/OMC_NH2"",""Pt/C 20%""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch3/case314/figure_5__panel_i,batch3/case314,10.1002/adfm.202403467,https://doi.org/10.1002/adfm.202403467,Rational Design of Ultrafine Pt Nanoparticles with Strong Metal-Support Interaction for Efficient Hydrogen Evolution,figure_5,i,i,line chart,polarization_curve,"[71,33,430,312]",Potential,V vs. RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0"",""0.1""]",J,mA cm^-2,linear,"[""0"",""-40"",""-80"",""-120"",""-160"",""-200""]","[""Initial Pt/OMC_SH"",""After 3000 CVs Pt/OMC_SH"",""Initial Pt/OMC_NH2"",""After 3000 CVs Pt/OMC_NH2""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch3/case315/figure_4__panel_a,batch3/case315,10.1002/adfm.202404061,https://doi.org/10.1002/adfm.202404061,Electron-Donating Cu Atoms Induced High Proton Supply and Anti-Poisoning Ruthenium Clusters for Superior Direct Seawater Hydrogen Production,figure_4,a,a,multi_series_xy_line_plot,polarization_curve,"[79,28,409,557]",Potential vs. RHE (V),V,linear,"[""-0.20"",""-0.15"",""-0.10"",""-0.05"",""0.00"",""0.05""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300"",""-400"",""-500"",""-600""]","[""Cu@Ru_nc-C"",""Ru_nc-C"",""Ru/C"",""Pt/C""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,polarization_curve,three_electrode_half_cell,False
batch3/case315/figure_5__a,batch3/case315,10.1002/adfm.202404061,https://doi.org/10.1002/adfm.202404061,Electron-Donating Cu Atoms Induced High Proton Supply and Anti-Poisoning Ruthenium Clusters for Superior Direct Seawater Hydrogen Production,figure_5,a,a,xy_plot,polarization_curve,"[72,29,400,592]",Potential vs. RHE,V,linear,"[""-0.6"",""-0.4"",""-0.2""]",Current density,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200"",""-250"",""-300""]","[""Cu@Ru_nc-C"",""Ru_nc-C"",""Pt/C""]",3,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,seawater,HER,saline_or_seawater,seawater,polarization_curve,three_electrode_half_cell,False
batch3/case316/figure_3__panel_d,batch3/case316,10.1002/adfm.202404105,https://doi.org/10.1002/adfm.202404105,Self-Powered System for H2 Production and Biomass Upgrading,figure_3,d,d,line_plot,polarization_curve,"[83,33,437,320]",E,V vs. RHE,linear,"[""-0.6"",""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j,mA cm^-2,linear,"[""0"",""-50"",""-100"",""-150"",""-200""]","[""Cu"",""5% Ru/C"",""20% Pt/C"",""RuCu""]",4,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 m KOH,HER,alkaline,1.0 m KOH,lsv,three_electrode_half_cell,False
batch3/case316/figure_3__panel_h,batch3/case316,10.1002/adfm.202404105,https://doi.org/10.1002/adfm.202404105,Self-Powered System for H2 Production and Biomass Upgrading,figure_3,h,h,line_plot,lsv,"[87,29,441,315]",E (V vs. RHE),V vs. RHE,linear,"[""-0.10"",""-0.08"",""-0.06"",""-0.04"",""-0.02"",""0.00""]",j (mA cm^-2),mA cm^-2,linear,"[""0"",""-30"",""-60"",""-90"",""-120""]","[""Initial"",""After 1000 cycles""]",2,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch3/case318/figure_6__panel_A,batch3/case318,10.1002/adfm.202404254,https://doi.org/10.1002/adfm.202404254,Interfacial Electronic Modification of Nickel Phosphide via Iron Doping: An Efficient Bifunctional Catalyst for Water/Seawater Splitting,figure_6,a,A,multi-curve line plot,polarization_curve_plot,"[118,4,458,289]",Potential (V) vs RHE,V,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-200"",""-400"",""-600"",""-800""]","[""Fe-doped Ni2P (1.0 mM)/NF"",""Ni2P/NF"",""Ni(OH)x/PBA/NF"",""Ni(OH)x/NF"",""Ni foam"",""Pt/C/NF""]",6,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,lsv,three_electrode_half_cell,False
batch3/case318/figure_6__panel_E,batch3/case318,10.1002/adfm.202404254,https://doi.org/10.1002/adfm.202404254,Interfacial Electronic Modification of Nickel Phosphide via Iron Doping: An Efficient Bifunctional Catalyst for Water/Seawater Splitting,figure_6,e,E,line plot,polarization curves,"[118,40,461,321]",Potential (V) vs RHE,V vs RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",j_RF (mA cm^-2),mA cm^-2,linear,"[""0"",""-2"",""-4"",""-6"",""-8"",""-10""]","[""Fe-doped Ni2P (1.0 mM)/NF"",""Ni2P/NF"",""Ni(OH)x/PBA (1.0 mM)/NF"",""Ni(OH)x/NF"",""Ni foam""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,polarization_curve,three_electrode_half_cell,1.0 M KOH,HER,alkaline,1.0 M KOH,polarization_curve,three_electrode_half_cell,False
batch3/case318/figure_7__B,batch3/case318,10.1002/adfm.202404254,https://doi.org/10.1002/adfm.202404254,Interfacial Electronic Modification of Nickel Phosphide via Iron Doping: An Efficient Bifunctional Catalyst for Water/Seawater Splitting,figure_7,b,B,line chart,lsv_polarization_plot,"[129.0,2.0,465.0,271.0]",Potential (V) vs RHE,V vs RHE,linear,"[""-0.5"",""-0.4"",""-0.3"",""-0.2"",""-0.1"",""0.0""]",Current density (mA cm^-2),mA cm^-2,linear,"[""0"",""-100"",""-200"",""-300"",""-400"",""-500"",""-600"",""-700""]","[""Fe-doped Ni2P (1.0 mM)/NF"",""Ni2P/NF"",""Ni(OH)2-PBA (1.0 mM)/NF"",""Ni(OH)2/NF"",""Pt/C/NF""]",5,yes,primary_main_HER,HER electrocatalyst performance,HER,yes_main_HER,lsv,three_electrode_half_cell,1.0 M KOH seawater electrolyte,HER,saline_or_seawater,1.0 M KOH seawater electrolyte,lsv,three_electrode_half_cell,False
